,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Unnamed: 0,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,_merge
2970,5/31/2021,Northport School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,160,65,2,160,160,90,55,0,35,35,52,0,0,52,52,District,Stevens,274,126,1,147,5,6,4,19,2,4,234,0,9,27,153,0,4,10,1,25,274,265,247,121,274,270,264,273,249,30,5,21,26,3.71,11,5,8,2,0,0,0,51,111.06,both
2971,5/31/2021,Onion Creek School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,39,0,0,39,39,6,0,3,3,3,0,0,0,0,0,District,Stevens,44,22,0,22,0,0,0,2,0,0,42,0,2,0,25,0,0,2,1,3,44,42,44,19,44,44,42,43,41,30,5,21,26,3.71,11,5,8,2,0,0,0,51,111.06,both
2972,5/31/2021,Summit Valley School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,48,0,3,45,45,19,0,0,19,19,0,0,0,0,0,District,Stevens,60,29,0,31,1,0,0,7,0,3,49,3,1,0,40,0,0,1,0,9,57,59,60,20,60,60,59,60,51,30,5,21,26,3.71,11,5,8,2,0,0,0,51,111.06,both
2973,5/31/2021,Valley School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,738,629,6,95,103,456,398,9,45,47,67,0,4,47,55,District,Stevens,1430,690,0,740,17,65,28,172,8,153,987,58,33,32,299,1,32,85,1,118,1372,1397,1398,1131,1429,1398,1345,1429,1312,30,5,21,26,3.71,11,5,8,2,0,0,0,51,111.06,both
2974,2/1/2021,Chimacum School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,375,30,83,262,262,114,9,34,71,71,285,35,147,103,103,District,Jefferson,734,346,1,387,5,6,2,70,1,65,585,11,0,31,389,3,11,24,21,137,723,734,703,345,731,723,710,713,597,665,0,13,13,1.86,1,10,0,2,0,0,0,20,62.13,both
2975,2/1/2021,Port Townsend School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,429,0,109,144,263,264,0,79,80,159,418,0,10,120,180,District,Jefferson,1153,567,4,582,12,18,9,104,1,85,924,32,80,10,552,0,13,51,64,181,1121,1073,1143,601,1153,1140,1102,1089,972,665,0,13,13,1.86,1,10,0,2,0,0,0,20,62.13,both
2976,2/1/2021,Quilcene School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,430,347,5,78,78,204,167,4,33,33,99,0,11,44,88,District,Jefferson,651,328,2,321,5,7,5,32,1,56,545,2,4,0,197,0,11,27,12,54,649,647,651,454,651,640,624,639,597,665,0,13,13,1.86,1,10,0,2,0,0,0,20,62.13,both
2977,3/15/2021,Chimacum School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,374,28,84,262,262,114,9,34,71,71,279,35,132,112,112,District,Jefferson,734,346,1,387,5,6,2,70,1,65,585,11,0,31,389,3,11,24,21,137,723,734,703,345,731,723,710,713,597,435,0,7,7,1.0,4,2,0,1,0,0,0,7,21.75,both
2978,3/15/2021,Port Townsend School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,426,0,108,134,267,259,0,78,81,161,417,0,15,100,204,District,Jefferson,1153,567,4,582,12,18,9,104,1,85,924,32,80,10,552,0,13,51,64,181,1121,1073,1143,601,1153,1140,1102,1089,972,435,0,7,7,1.0,4,2,0,1,0,0,0,7,21.75,both
2979,3/15/2021,Queets-Clearwater School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,31,0,5,26,26,12,0,5,7,7,0,0,0,0,0,District,Jefferson,28,15,0,13,21,0,0,3,0,4,0,0,0,0,28,7,0,0,1,5,28,28,28,0,21,28,28,27,23,435,0,7,7,1.0,4,2,0,1,0,0,0,7,21.75,both
2980,3/15/2021,Quilcene School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,430,354,4,72,72,204,159,6,39,39,99,0,10,44,89,District,Jefferson,651,328,2,321,5,7,5,32,1,56,545,2,4,0,197,0,11,27,12,54,649,647,651,454,651,640,624,639,597,435,0,7,7,1.0,4,2,0,1,0,0,0,7,21.75,both
2981,4/19/2021,Chimacum School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,372,22,80,270,270,115,10,32,73,73,273,33,123,117,117,District,Jefferson,734,346,1,387,5,6,2,70,1,65,585,11,0,31,389,3,11,24,21,137,723,734,703,345,731,723,710,713,597,245,0,9,9,1.29,0,3,1,4,1,0,0,20,62.13,both
2982,4/19/2021,Port Townsend School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,424,0,96,280,280,259,0,50,185,185,411,0,67,145,290,District,Jefferson,1153,567,4,582,12,18,9,104,1,85,924,32,80,10,552,0,13,51,64,181,1121,1073,1143,601,1153,1140,1102,1089,972,245,0,9,9,1.29,0,3,1,4,1,0,0,20,62.13,both
2983,4/19/2021,Queets-Clearwater School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,32,0,2,30,30,14,0,4,10,10,0,0,0,0,0,District,Jefferson,28,15,0,13,21,0,0,3,0,4,0,0,0,0,28,7,0,0,1,5,28,28,28,0,21,28,28,27,23,245,0,9,9,1.29,0,3,1,4,1,0,0,20,62.13,both
2984,4/19/2021,Quilcene School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,430,355,2,73,73,204,158,2,44,44,99,0,16,42,83,District,Jefferson,651,328,2,321,5,7,5,32,1,56,545,2,4,0,197,0,11,27,12,54,649,647,651,454,651,640,624,639,597,245,0,9,9,1.29,0,3,1,4,1,0,0,20,62.13,both
2985,1/18/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,0,0,177,354,238,0,0,119,238,244,0,0,122,244,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,747,11,58,69,9.86,16,20,13,16,2,2,0,119,247.2,both
2986,1/18/2021,Damman School District,Typical/Traditional In-Person,,,,,,43,0,0,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,747,11,58,69,9.86,16,20,13,16,2,2,0,119,247.2,both
2987,1/18/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,0,1000,1000,800,0,0,500,500,850,0,0,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,747,11,58,69,9.86,16,20,13,16,2,2,0,119,247.2,both
2988,1/18/2021,Kittitas School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,255,0,0,120,235,125,0,0,70,120,200,0,0,100,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,747,11,58,69,9.86,16,20,13,16,2,2,0,119,247.2,both
2989,1/18/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,120,0,0,120,120,42,0,0,42,42,52,0,0,52,52,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,747,11,58,69,9.86,16,20,13,16,2,2,0,119,247.2,both
2990,1/25/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,0,0,177,354,238,0,0,119,238,244,0,0,122,244,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,707,6,44,50,7.14,6,25,9,5,3,2,0,76,157.87,both
2991,1/25/2021,Damman School District,Typical/Traditional In-Person,,,,,,43,0,0,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,707,6,44,50,7.14,6,25,9,5,3,2,0,76,157.87,both
2992,1/25/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,707,6,44,50,7.14,6,25,9,5,3,2,0,76,157.87,both
2993,1/25/2021,Kittitas School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,255,0,0,120,235,125,0,0,70,120,200,0,0,100,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,707,6,44,50,7.14,6,25,9,5,3,2,0,76,157.87,both
2994,1/25/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,120,0,0,120,120,42,0,0,42,42,52,0,0,52,52,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,707,6,44,50,7.14,6,25,9,5,3,2,0,76,157.87,both
2995,1/25/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,44,0,8,36,36,19,0,5,14,14,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,707,6,44,50,7.14,6,25,9,5,3,2,0,76,157.87,both
2996,2/1/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,0,0,0,354,238,0,0,0,238,244,0,0,0,244,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,668,3,23,26,3.71,5,10,5,3,1,2,0,59,122.56,both
2997,2/1/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,668,3,23,26,3.71,5,10,5,3,1,2,0,59,122.56,both
2998,2/1/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,668,3,23,26,3.71,5,10,5,3,1,2,0,59,122.56,both
2999,2/1/2021,Kittitas School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,255,0,10,125,235,125,0,12,70,120,200,0,10,125,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,668,3,23,26,3.71,5,10,5,3,1,2,0,59,122.56,both
3000,2/1/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,43,0,7,36,36,18,0,4,14,14,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,668,3,23,26,3.71,5,10,5,3,1,2,0,59,122.56,both
3001,2/8/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,33,33,321,321,238,20,20,218,218,244,20,20,224,224,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,628,11,22,33,4.71,13,4,10,5,1,0,0,81,168.26,both
3002,2/8/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,628,11,22,33,4.71,13,4,10,5,1,0,0,81,168.26,both
3003,2/8/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,628,11,22,33,4.71,13,4,10,5,1,0,0,81,168.26,both
3004,2/8/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,628,11,22,33,4.71,13,4,10,5,1,0,0,81,168.26,both
3005,2/8/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,43,0,7,36,36,19,0,4,15,15,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,628,11,22,33,4.71,13,4,10,5,1,0,0,81,168.26,both
3006,2/15/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,33,33,321,321,238,20,20,218,218,244,20,20,224,224,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,589,9,39,48,6.86,15,16,8,5,4,0,0,102,211.88,both
3007,2/15/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,589,9,39,48,6.86,15,16,8,5,4,0,0,102,211.88,both
3008,2/15/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,589,9,39,48,6.86,15,16,8,5,4,0,0,102,211.88,both
3009,2/15/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,589,9,39,48,6.86,15,16,8,5,4,0,0,102,211.88,both
3010,2/15/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,43,0,6,37,37,19,0,3,16,16,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,589,9,39,48,6.86,15,16,8,5,4,0,0,102,211.88,both
3011,2/22/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,33,33,321,321,238,20,20,218,218,244,20,20,224,224,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,550,12,42,54,7.71,24,19,4,7,0,0,0,104,216.04,both
3012,2/22/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,550,12,42,54,7.71,24,19,4,7,0,0,0,104,216.04,both
3013,2/22/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,550,12,42,54,7.71,24,19,4,7,0,0,0,104,216.04,both
3014,2/22/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,550,12,42,54,7.71,24,19,4,7,0,0,0,104,216.04,both
3015,2/22/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,43,0,3,40,40,19,0,3,16,16,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,550,12,42,54,7.71,24,19,4,7,0,0,0,104,216.04,both
3016,3/1/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,354,33,33,321,321,238,20,20,218,218,244,20,20,224,224,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,511,10,40,50,7.14,19,16,8,5,2,0,0,99,205.65,both
3017,3/1/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,511,10,40,50,7.14,19,16,8,5,2,0,0,99,205.65,both
3018,3/1/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,511,10,40,50,7.14,19,16,8,5,2,0,0,99,205.65,both
3019,3/1/2021,Kittitas School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,255,0,10,125,245,125,0,12,70,120,200,0,10,125,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,511,10,40,50,7.14,19,16,8,5,2,0,0,99,205.65,both
3020,3/1/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,511,10,40,50,7.14,19,16,8,5,2,0,0,99,205.65,both
3021,3/1/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,45,0,3,42,42,19,0,3,16,16,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,511,10,40,50,7.14,19,16,8,5,2,0,0,99,205.65,both
3022,3/8/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,476,8,41,49,7.0,10,12,6,11,8,2,0,117,243.04,both
3023,3/8/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,476,8,41,49,7.0,10,12,6,11,8,2,0,117,243.04,both
3024,3/8/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,476,8,41,49,7.0,10,12,6,11,8,2,0,117,243.04,both
3025,3/8/2021,Kittitas School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,255,0,10,125,245,125,0,12,70,120,200,0,10,125,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,476,8,41,49,7.0,10,12,6,11,8,2,0,117,243.04,both
3026,3/8/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,476,8,41,49,7.0,10,12,6,11,8,2,0,117,243.04,both
3027,3/8/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,45,0,3,42,42,19,0,3,16,16,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,476,8,41,49,7.0,10,12,6,11,8,2,0,117,243.04,both
3028,3/15/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,438,9,59,68,9.71,24,23,8,8,5,0,0,116,240.96,both
3029,3/15/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,6,37,37,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,438,9,59,68,9.71,24,23,8,8,5,0,0,116,240.96,both
3030,3/15/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,438,9,59,68,9.71,24,23,8,8,5,0,0,116,240.96,both
3031,3/15/2021,Kittitas School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,240,0,10,200,235,125,0,12,70,120,205,0,10,125,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,438,9,59,68,9.71,24,23,8,8,5,0,0,116,240.96,both
3032,3/15/2021,Thorp School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,121,0,0,61,121,58,0,0,29,58,40,0,9,16,31,District,Kittitas,226,117,1,108,0,4,2,23,0,5,192,2,1,0,97,0,9,8,0,33,224,225,226,129,226,217,218,226,193,438,9,59,68,9.71,24,23,8,8,5,0,0,116,240.96,both
3033,3/15/2021,Easton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,46,0,3,43,43,20,0,3,17,17,22,0,3,19,19,District,Kittitas,88,44,0,44,0,0,0,28,0,2,58,9,0,0,74,0,0,8,2,18,79,88,88,14,88,88,80,86,70,438,9,59,68,9.71,24,23,8,8,5,0,0,116,240.96,both
3034,3/22/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,399,7,41,48,6.86,14,15,12,5,2,0,0,122,253.43,both
3035,3/22/2021,Ellensburg School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1400,0,300,1000,1000,800,0,200,500,500,850,40,250,600,600,District,Kittitas,3205,1567,4,1634,25,54,41,698,4,115,2268,268,206,11,1423,52,33,92,117,429,2937,2999,3194,1782,3153,3172,3113,3088,2776,399,7,41,48,6.86,14,15,12,5,2,0,0,122,253.43,both
3036,3/29/2021,Cle Elum-Roslyn School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,363,33,33,330,330,238,20,20,218,218,242,20,20,222,222,District,Kittitas,849,418,2,429,9,7,1,80,0,56,696,17,27,7,343,0,5,29,25,137,832,822,842,506,849,844,820,824,712,362,20,54,74,10.57,20,22,17,12,3,0,0,142,294.97,both
3037,3/29/2021,Damman School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,43,0,3,40,40,0,0,0,0,0,0,0,0,0,0,District,Kittitas,41,19,0,22,2,1,1,2,0,0,35,0,0,0,0,1,0,1,0,2,41,41,41,41,40,41,40,41,39,362,20,54,74,10.57,20,22,17,12,3,0,0,142,294.97,both
3038,3/29/2021,Kittitas School District,Typical/Traditional In-Person,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,240,0,10,235,235,125,0,12,70,120,205,0,10,125,170,District,Kittitas,648,316,1,331,0,5,6,153,0,5,479,51,0,8,316,10,2,30,13,96,597,648,640,332,638,646,618,635,552,362,20,54,74,10.57,20,22,17,12,3,0,0,142,294.97,both
