,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,Sum of Enrollment,Sum of OptOut,Rate of OptOut,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Percent Low-income,Percent Non-Low Income,Percent Homeless,Percent Non-Homeless
2434,1/18/2021,Oak Harbor School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6","English Language Learners,Students with Disabilities",,2346,0,0,949,1898,800,0,0,28,28,1436,0,0,32,32,4582,0,0,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2435,1/25/2021,Oak Harbor School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Students with Disabilities",,2346,270,364,949,1898,800,146,240,143,285,1436,102,1402,32,32,4582,2006,0.44,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2436,2/1/2021,Oak Harbor School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Students with Disabilities",,2346,143,364,949,1898,800,70,240,28,28,1436,102,1402,32,32,4582,2006,0.44,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2437,2/8/2021,Oak Harbor School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Students with Disabilities",,2672,194,510,949,1898,800,70,240,28,28,1436,102,1402,32,32,4908,2152,0.44,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2438,2/15/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2672,194,499,949,1925,1290,94,189,473,945,1522,42,355,578,1156,5484,1043,0.19,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2439,2/22/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2672,194,499,949,1925,1290,94,189,473,945,1522,42,355,578,1156,5484,1043,0.19,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2440,3/1/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2678,197,478,1013,1964,1289,95,272,473,929,1570,54,381,683,1322,5537,1131,0.2,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2441,3/8/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2678,197,478,1013,1964,1289,95,272,473,929,1570,54,381,683,1322,5537,1131,0.2,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2442,3/15/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2678,197,478,1013,1964,1289,95,272,473,929,1570,54,381,683,1322,5537,1131,0.2,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2443,3/22/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2678,197,478,1013,1964,1289,95,272,473,929,1570,54,381,683,1322,5537,1131,0.2,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2444,3/29/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2678,197,478,1013,1964,1289,95,272,473,929,1570,54,381,683,1322,5537,1131,0.2,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2445,4/12/2021,Oak Harbor School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2589,141,458,954,1908,1259,78,257,463,926,1503,41,395,609,1160,5351,1110,0.21,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2446,4/19/2021,Oak Harbor School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,2589,141,458,1908,1908,1259,78,257,463,926,1503,41,395,609,1160,5351,1110,0.21,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2447,4/26/2021,Oak Harbor School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2589,141,458,1908,1908,1259,78,257,926,926,1503,41,395,1160,1160,5351,1110,0.21,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2448,5/3/2021,Oak Harbor School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2591,137,369,2085,2085,1258,75,257,926,926,1503,41,396,1066,1066,5352,1022,0.19,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2449,5/10/2021,Oak Harbor School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2591,137,369,2085,2085,1258,75,257,926,926,1503,41,396,1066,1066,5352,1022,0.19,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2450,5/17/2021,Oak Harbor School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2591,137,369,2085,2085,1258,75,257,926,926,1503,41,396,1066,1066,5352,1022,0.19,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2451,5/24/2021,Oak Harbor School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2591,137,369,2085,2085,1258,75,257,926,926,1503,41,396,1066,1066,5352,1022,0.19,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2452,5/31/2021,Oak Harbor School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2621,189,436,1996,1996,1267,91,256,920,920,1528,54,286,1188,1188,5416,978,0.18,District,Island,5866,2817,9,3040,23,340,239,1079,45,727,3413,233,487,173,2202,19,2365,264,224,1069,5633,5379,5693,3664,5847,3501,5602,5642,4797,0.38,0.62,0.03,0.97
2453,1/18/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,0,83,83,37,0,0,37,37,53,0,0,51,51,173,0,0,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2454,1/25/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,0,83,83,37,0,0,37,37,53,0,0,51,51,173,0,0,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2455,2/1/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49,170,2,0.01,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2456,2/15/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49,170,2,0.01,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2457,2/22/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49,170,2,0.01,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2458,3/1/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49,170,2,0.01,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2459,3/8/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49,170,2,0.01,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2460,3/15/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,0,34,34,51,0,2,49,49,170,2,0.01,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2461,3/22/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2462,3/29/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2463,4/12/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2464,4/19/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2465,4/26/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2466,5/3/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2467,5/10/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2468,5/17/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2469,5/24/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2470,5/31/2021,Oakesdale School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,85,0,0,85,85,34,0,1,33,33,51,0,2,49,49,170,3,0.02,District,Whitman,153,75,0,78,0,0,0,6,0,7,140,0,3,0,53,0,0,0,0,19,153,150,153,100,153,153,153,153,134,0.35,0.65,0,1
2471,1/18/2021,Oakville School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","Students with Disabilities,Other - Write In (Required)",Students with no internet capability at home,132,0,0,67,108,51,0,0,13,13,79,0,0,32,32,262,0,0,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2472,1/25/2021,Oakville School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","Students with Disabilities,Other - Write In (Required)",Students with no internet capability at home,132,0,0,67,108,51,0,0,13,13,79,0,0,32,32,262,0,0,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2473,2/1/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,130,0,17,54,113,53,2,3,33,50,91,12,3,63,88,274,23,0.08,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2474,2/8/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,127,0,10,76,117,54,2,2,33,52,79,6,5,52,74,260,17,0.07,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2475,2/15/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,127,0,9,91,118,54,2,2,31,52,79,6,5,58,74,260,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2476,2/22/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,118,54,2,2,31,52,79,19,5,58,74,264,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2477,3/1/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,122,56,2,2,31,52,79,19,5,58,74,266,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2478,3/8/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,122,56,2,2,31,52,79,19,5,58,74,266,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2479,3/15/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,122,56,2,2,31,52,79,19,5,58,74,266,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2480,3/22/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,122,56,2,2,31,52,79,19,5,58,74,266,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2481,3/29/2021,Oakville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,91,122,56,2,2,31,52,79,19,5,58,74,266,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2482,4/12/2021,Oakville School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,131,0,9,122,122,56,2,2,44,52,79,19,5,58,74,266,16,0.06,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2483,4/19/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,56,2,2,54,54,79,19,5,74,74,266,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2484,4/26/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,56,2,2,54,54,79,19,5,74,74,266,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2485,5/3/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,56,2,2,54,54,79,19,5,74,74,266,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2486,5/10/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,56,2,2,54,54,79,19,5,74,74,266,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2487,5/17/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,57,2,2,57,54,79,19,5,74,74,267,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2488,5/24/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,57,2,2,57,54,79,19,5,74,74,267,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2489,5/31/2021,Oakville School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,131,0,1,130,130,57,2,2,57,54,79,19,5,74,74,267,8,0.03,District,Grays Harbor,290,145,0,145,74,0,0,37,1,33,145,47,16,21,221,2,3,13,13,63,243,274,269,69,288,287,277,277,227,0.76,0.24,0.07,0.93
2490,1/18/2021,Ocean Beach School District,Typical/Traditional In-Person,Partial In-Person for All Students,Small Groups + Remote,"Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Failing 2 or more classes,414,0,0,300,414,241,0,0,120,241,343,0,0,60,60,998,0,0,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2491,1/25/2021,Ocean Beach School District,Typical/Traditional In-Person,Partial In-Person for All Students,Small Groups + Remote,"Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Failing 2 or more classes,414,0,0,300,414,241,0,0,120,241,343,0,0,60,60,998,0,0,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2492,2/1/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Failing 2 or more classes,411,0,74,253,337,242,0,55,94,187,342,0,135,60,60,995,264,0.27,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2493,2/8/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,411,0,74,253,337,242,0,55,94,187,342,0,135,104,104,995,264,0.27,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2494,2/15/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,411,0,74,253,337,242,0,55,94,187,342,0,135,104,208,995,264,0.27,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2495,2/22/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,74,253,337,242,0,55,94,187,344,0,135,108,216,997,264,0.27,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2496,3/8/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,74,253,337,242,0,55,94,187,344,0,135,108,216,997,264,0.27,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2497,3/15/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,63,261,348,244,0,41,101,202,338,0,148,95,190,993,252,0.25,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2498,3/22/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,60,264,352,244,0,40,102,204,338,0,148,95,190,993,248,0.25,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2499,3/29/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,60,264,352,244,0,40,102,204,338,0,148,95,190,993,248,0.25,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2500,4/12/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,60,264,352,244,0,40,102,204,338,0,148,95,190,993,248,0.25,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2501,4/19/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,411,0,60,352,365,244,0,40,204,209,338,0,148,95,190,993,248,0.25,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
2502,4/26/2021,Ocean Beach School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,422,0,51,371,371,245,0,42,203,205,336,12,136,94,136,1003,229,0.23,District,Pacific,1046,512,0,534,10,7,2,180,1,55,790,46,42,164,693,47,46,44,46,256,1000,1004,882,353,999,1000,1002,1000,790,0.66,0.34,0.16,0.84
